,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,hour,day,month
334,Dog,Spayed Female,1460.0,Rat Terrier Mix,Black/White,14,1,12
335,Dog,Neutered Male,120.0,German Shepherd/Siberian Husky,Red/White,18,2,11
336,Cat,Intact Male,3.0,Domestic Shorthair Mix,White,18,6,7
337,Dog,Intact Male,2190.0,Dachshund,Blue Merle/White,15,5,5
338,Dog,Spayed Female,60.0,Border Collie/Labrador Retriever,Black/White,17,5,1
339,Cat,Intact Female,240.0,Domestic Shorthair Mix,Blue Tabby,15,3,4
340,Cat,Intact Male,30.0,Domestic Shorthair Mix,Black/White,14,2,8
341,Cat,Intact Female,120.0,Domestic Shorthair Mix,Black,14,1,11
342,Cat,Intact Female,60.0,Domestic Shorthair Mix,Torbie,12,4,7
343,Dog,Intact Female,730.0,Pit Bull Mix,Fawn,14,0,5
344,Dog,Neutered Male,120.0,Collie Smooth/Labrador Retriever,Tricolor,15,4,4
345,Cat,Intact Male,365.0,Domestic Shorthair Mix,Brown Tabby,19,0,2
346,Cat,Spayed Female,90.0,Siamese Mix,Lynx Point/White,11,3,7
347,Cat,Intact Male,60.0,Domestic Shorthair Mix,Black/White,14,1,7
348,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Orange Tabby/White,10,3,12
349,Dog,Neutered Male,1825.0,Plott Hound/Rhod Ridgeback,Brown Brindle,12,6,6
350,Dog,Spayed Female,730.0,Pit Bull Mix,Fawn/White,14,3,1
351,Cat,Intact Female,14.0,Domestic Shorthair Mix,Brown Tabby,13,3,7
352,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black,11,1,11
353,Dog,Spayed Female,300.0,Chihuahua Shorthair Mix,Tan/White,18,6,11
354,Dog,Neutered Male,730.0,Pointer/Labrador Retriever,Black/White,13,1,6
355,Dog,Spayed Female,300.0,Anatol Shepherd/Great Pyrenees,White,17,0,11
356,Cat,Intact Male,28.0,Domestic Shorthair Mix,Blue,16,4,7
357,Dog,Neutered Male,365.0,Anatol Shepherd,Fawn/Black,16,6,6
358,Cat,Spayed Female,210.0,Domestic Shorthair Mix,Brown Tabby/White,17,0,1
359,Dog,Spayed Female,730.0,Pit Bull Mix,Brown/White,14,4,2
360,Dog,Spayed Female,2555.0,Great Dane,Black/White,16,4,1
361,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Brown Tabby,18,2,7
362,Cat,Neutered Male,4380.0,Domestic Shorthair Mix,Black/White,18,0,8
363,Dog,Intact Female,1095.0,Australian Cattle Dog Mix,Tricolor,14,1,9
364,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Black/White,11,4,12
365,Dog,Spayed Female,730.0,Chinese Sharpei/Australian Cattle Dog,Red Tick/White,18,4,10
366,Dog,Intact Female,4380.0,Labrador Retriever Mix,Yellow,16,1,4
367,Dog,Spayed Female,365.0,Flat Coat Retriever Mix,Black,12,0,3
368,Dog,Neutered Male,1095.0,Labrador Retriever Mix,Yellow,16,4,8
369,Cat,Spayed Female,30.0,Domestic Shorthair Mix,Calico,17,6,5
370,Dog,Unknown,6.0,Labrador Retriever Mix,White,9,4,3
371,Dog,Spayed Female,270.0,Rat Terrier Mix,Tricolor,17,4,11
372,Cat,Spayed Female,60.0,Domestic Longhair Mix,Black/White,18,6,11
373,Dog,Neutered Male,730.0,Akita/Pit Bull,Tan/White,17,2,6
374,Dog,Neutered Male,2555.0,American Bulldog Mix,White,17,0,12
375,Dog,Neutered Male,120.0,Labrador Retriever Mix,Blue,16,0,3
376,Cat,Neutered Male,3650.0,Domestic Shorthair Mix,Orange Tabby,15,1,5
377,Dog,Spayed Female,1825.0,Chihuahua Shorthair Mix,Tan,16,3,2
378,Dog,Spayed Female,730.0,Pointer/Labrador Retriever,Chocolate/White,16,6,3
379,Dog,Neutered Male,1825.0,Chihuahua Shorthair Mix,Tan/White,15,5,9
380,Cat,Neutered Male,150.0,Siamese Mix,Flame Point,17,2,10
381,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Black/White,18,2,4
382,Dog,Intact Male,365.0,Labrador Retriever,Buff/Tan,12,4,11
383,Cat,Neutered Male,120.0,Domestic Medium Hair Mix,Black,13,3,12
384,Dog,Spayed Female,730.0,Chihuahua Shorthair/Rat Terrier,White/Tan,17,3,2
385,Dog,Intact Male,1095.0,Rottweiler Mix,Black/Tan,17,3,4
386,Cat,Intact Male,28.0,Domestic Shorthair,Blue,17,4,4
387,Cat,Unknown,21.0,Domestic Shorthair Mix,Black/White,18,1,5
388,Cat,Intact Female,21.0,Domestic Shorthair Mix,Tortie,12,2,6
389,Dog,Spayed Female,730.0,Labrador Retriever,Black,13,5,7
390,Dog,Neutered Male,365.0,Boxer Mix,Brown/White,19,6,11
391,Cat,Intact Male,14.0,Domestic Shorthair Mix,Blue Tabby,17,6,8
392,Dog,Neutered Male,730.0,Jack Russell Terrier Mix,White/Tan,14,4,10
393,Dog,Intact Male,270.0,Pit Bull/Dogue De Bordeaux,Red/White,12,0,10
394,Dog,Neutered Male,1095.0,Labrador Retriever/Chow Chow,Brown,15,6,1
395,Cat,Intact Female,30.0,Domestic Shorthair Mix,Tortie,9,4,6
396,Dog,Neutered Male,730.0,Bernese Mountain Dog/Rottweiler,Tricolor,14,6,2
397,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Brown Tabby,19,1,1
398,Dog,Neutered Male,120.0,Plott Hound Mix,Brown Brindle/Red Tick,18,4,7
399,Dog,Intact Male,1095.0,English Bulldog,Brown Brindle,17,4,10
400,Dog,Neutered Male,365.0,Pit Bull Mix,Brown/White,17,4,12
401,Cat,Intact Male,30.0,Domestic Medium Hair Mix,Brown Tabby/White,18,3,9
402,Dog,Spayed Female,365.0,Chihuahua Shorthair Mix,White/Brown,13,5,5
403,Dog,Neutered Male,60.0,Labrador Retriever Mix,Black/Tan,12,3,1
404,Dog,Spayed Female,3285.0,Chihuahua Shorthair,Brown,18,0,5
405,Dog,Neutered Male,730.0,Pit Bull Mix,Brown,18,6,5
406,Dog,Spayed Female,180.0,Pointer Mix,White/Blue,11,5,11
407,Dog,Neutered Male,90.0,Chihuahua Longhair/Italian Greyhound,Tricolor,13,1,3
408,Dog,Neutered Male,30.0,Labrador Retriever/Blue Lacy,Chocolate/White,16,0,7
409,Dog,Intact Female,365.0,Yorkshire Terrier Mix,Black/Tan,0,1,11
410,Dog,Spayed Female,730.0,Pit Bull Mix,Blue/White,14,4,5
411,Dog,Spayed Female,1095.0,Labrador Retriever Mix,Black/White,16,5,3
412,Cat,Intact Male,60.0,Siamese Mix,Lilac Point,14,5,10
413,Dog,Spayed Female,730.0,American Staffordshire Terrier Mix,Blue/White,17,6,3
414,Dog,Neutered Male,730.0,Dachshund/Catahoula,Brown Brindle/White,12,3,10
415,Dog,Neutered Male,60.0,Dachshund Wirehair Mix,Brown/Black,17,0,8
416,Cat,Spayed Female,4380.0,Domestic Longhair Mix,Tortie,18,0,7
417,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Blue,13,3,1
418,Dog,Intact Female,240.0,Labrador Retriever Mix,Black,14,1,1
419,Cat,Intact Female,3650.0,Domestic Shorthair Mix,Brown Tabby/White,9,1,1
420,Cat,Neutered Male,60.0,Domestic Medium Hair Mix,Orange Tabby,15,0,7
421,Dog,Neutered Male,90.0,Chihuahua Shorthair Mix,Buff/White,17,5,6
422,Dog,Neutered Male,365.0,Blue Lacy/Pit Bull,Blue/White,14,2,12
423,Cat,Intact Female,730.0,Domestic Shorthair Mix,Tortie,9,2,6
424,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Blue Tabby,19,6,11
425,Cat,Spayed Female,90.0,Siamese Mix,Lilac Point,18,5,9
426,Dog,Spayed Female,2555.0,Miniature Poodle Mix,White,17,2,3
427,Dog,Spayed Female,730.0,Dachshund Mix,Brown,15,5,3
428,Dog,Intact Female,120.0,Boxer Mix,Brown Brindle/White,18,2,10
429,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Brown Tabby,17,1,12
430,Cat,Neutered Male,90.0,Domestic Shorthair Mix,White/Orange Tabby,12,5,9
431,Cat,Spayed Female,730.0,Exotic Shorthair Mix,White/Orange Tabby,12,4,12
432,Cat,Spayed Female,180.0,Domestic Shorthair Mix,Black/White,19,6,12
433,Cat,Intact Female,4.0,Domestic Shorthair Mix,Torbie,15,2,4
434,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Brown Tabby,17,5,7
435,Cat,Spayed Female,150.0,Siamese Mix,Tortie Point,17,1,11
436,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby/White,13,3,10
437,Cat,Intact Female,30.0,Domestic Shorthair Mix,Brown Tabby/White,15,2,9
438,Dog,Spayed Female,365.0,Pit Bull Mix,Black/White,18,6,11
439,Dog,Intact Male,30.0,Australian Cattle Dog Mix,Brown/Black,11,1,10
440,Dog,Spayed Female,1095.0,Chihuahua Shorthair Mix,Black/Tan,18,6,11
441,Dog,Neutered Male,1095.0,Labrador Retriever/Chinese Sharpei,Black,11,1,6
442,Dog,Intact Male,2190.0,Basset Hound,Tricolor,16,1,8
443,Dog,Intact Male,240.0,Pit Bull Mix,White/Blue,14,6,7
444,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Brown Tabby/White,14,2,9
445,Dog,Neutered Male,1095.0,Cocker Spaniel Mix,Yellow,12,1,3
446,Dog,Intact Male,28.0,Chihuahua Shorthair Mix,Tricolor,11,4,12
447,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Torbie,17,6,1
448,Dog,Intact Male,60.0,Australian Cattle Dog Mix,Buff/White,8,2,10
449,Dog,Intact Male,365.0,Dachshund/Chihuahua Shorthair,Black,18,1,9
450,Dog,Neutered Male,1825.0,Cocker Spaniel Mix,Black,16,1,11
451,Dog,Spayed Female,2555.0,Blue Lacy/Collie Smooth,Tricolor,12,5,12
452,Cat,Spayed Female,60.0,Domestic Longhair Mix,Blue,17,0,6
453,Dog,Neutered Male,1095.0,Pit Bull Mix,Black/White,18,2,11
454,Cat,Intact Female,30.0,Domestic Shorthair Mix,Torbie,17,5,10
455,Dog,Neutered Male,2190.0,Miniature Poodle Mix,Buff,17,0,10
456,Dog,Intact Female,60.0,Labrador Retriever Mix,Chocolate/White,16,4,4
457,Dog,Neutered Male,730.0,Pit Bull Mix,White/Brown,8,5,7
458,Cat,Unknown,14.0,Domestic Shorthair Mix,Orange Tabby/White,17,5,10
459,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black/White,9,4,1
460,Dog,Spayed Female,730.0,Black/Tan Hound Mix,Black/Tan,12,6,2
461,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black,19,6,7
462,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby,20,0,10
463,Cat,Neutered Male,2920.0,Siamese Mix,Lynx Point,18,1,12
464,Dog,Unknown,7.0,Labrador Retriever Mix,White,16,3,12
465,Dog,Neutered Male,4380.0,Chihuahua Shorthair Mix,White,13,2,7
466,Dog,Spayed Female,365.0,Pit Bull Mix,Chocolate/White,13,2,3
467,Dog,Spayed Female,4015.0,Norfolk Terrier/Border Terrier,Cream,16,5,6
468,Cat,Intact Female,14.0,Domestic Shorthair Mix,Blue Tabby/White,16,0,9
469,Dog,Neutered Male,730.0,Border Collie Mix,Black/White,11,3,4
470,Dog,Neutered Male,730.0,German Shepherd Mix,Black/Tan,16,1,1
471,Dog,Neutered Male,730.0,Chihuahua Shorthair Mix,Black,14,3,11
472,Dog,Neutered Male,1095.0,Chihuahua Shorthair Mix,Brown,11,1,6
473,Cat,Unknown,5.0,Domestic Shorthair Mix,Black,12,1,6
474,Cat,Intact Male,21.0,Domestic Shorthair Mix,White/Brown Tabby,19,6,5
475,Dog,Spayed Female,300.0,Jack Russell Terrier Mix,Tricolor,17,4,3
476,Cat,Spayed Female,2555.0,Domestic Shorthair Mix,Brown Tabby,14,0,1
477,Dog,Neutered Male,2555.0,Pit Bull Mix,Red/White,17,4,7
478,Dog,Intact Male,1095.0,Siberian Husky,Black/White,15,5,12
479,Dog,Spayed Female,730.0,Scottish Terrier/Cairn Terrier,Black,15,0,11
480,Cat,Neutered Male,730.0,Domestic Medium Hair Mix,Blue Tabby,19,1,12
481,Dog,Spayed Female,365.0,Labrador Retriever Mix,Red,14,6,12
482,Cat,Spayed Female,150.0,Domestic Shorthair Mix,Calico,16,6,12
483,Cat,Unknown,240.0,Domestic Shorthair Mix,Black,9,0,10
484,Cat,Intact Male,90.0,Domestic Longhair Mix,Brown Tabby,14,3,12
485,Dog,Neutered Male,365.0,Chihuahua Shorthair Mix,Tan,14,4,3
486,Cat,Spayed Female,120.0,Domestic Medium Hair Mix,Tortie/White,17,5,11
487,Cat,Intact Male,365.0,Domestic Shorthair Mix,Cream Tabby,15,2,2
488,Dog,Neutered Male,365.0,Pit Bull Mix,Tan/White,16,4,11
489,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black,15,4,8
490,Dog,Spayed Female,240.0,Labrador Retriever Mix,Black,19,6,12
491,Cat,Intact Female,365.0,Domestic Shorthair Mix,Calico,9,4,8
492,Dog,Neutered Male,1825.0,Chihuahua Longhair Mix,Cream,18,3,11
493,Dog,Intact Female,28.0,Chihuahua Shorthair Mix,White,17,4,9
494,Dog,Spayed Female,1095.0,Labrador Retriever Mix,Yellow,16,0,6
495,Dog,Spayed Female,1095.0,Pit Bull Mix,Black/White,14,3,11
496,Dog,Spayed Female,60.0,Border Collie Mix,Tricolor,17,0,1
497,Dog,Intact Male,90.0,Pit Bull Mix,White/Brown,15,2,6
498,Dog,Intact Female,3650.0,Yorkshire Terrier Mix,Black/Tricolor,15,3,4
499,Dog,Neutered Male,1825.0,American Bulldog Mix,Tan,17,1,1
500,Cat,Intact Male,28.0,Domestic Shorthair Mix,Brown Tabby,11,2,11
501,Dog,Neutered Male,2555.0,Boxer,Brown/White,15,6,3
502,Dog,Spayed Female,365.0,Miniature Poodle,Apricot,14,3,1
503,Cat,Intact Male,90.0,Domestic Shorthair Mix,Orange Tabby,18,6,8
504,Cat,Neutered Male,1460.0,Domestic Shorthair Mix,Black/White,14,2,3
505,Dog,Intact Female,1095.0,Jack Russell Terrier Mix,White/Brown,15,3,2
506,Dog,Neutered Male,30.0,Chihuahua Shorthair Mix,Brown/Black,17,5,3
507,Cat,Intact Female,14.0,Domestic Shorthair Mix,Brown Tabby,13,0,4
508,Cat,Unknown,14.0,Domestic Shorthair Mix,Brown Tabby,14,5,9
509,Cat,Unknown,6.0,Domestic Shorthair Mix,Brown Tabby,12,1,7
510,Dog,Spayed Female,365.0,German Shepherd Mix,Tan/Black,11,6,3
511,Cat,Intact Female,28.0,Domestic Shorthair Mix,Calico,11,0,10
512,Cat,Spayed Female,2920.0,Russian Blue Mix,Blue,13,2,10
513,Cat,Intact Female,30.0,Domestic Shorthair Mix,Tortie/White,16,1,4
514,Dog,Neutered Male,3650.0,Doberman Pinsch,Black/Tan,11,1,2
515,Cat,Neutered Male,120.0,Devon Rex Mix,Cream,18,1,11
516,Dog,Neutered Male,1095.0,Treeing Walker Coonhound Mix,Tricolor,17,1,6
517,Dog,Intact Male,730.0,Australian Cattle Dog/Labrador Retriever,Black,17,2,2
518,Dog,Spayed Female,2920.0,Australian Cattle Dog Mix,Sable,15,0,1
519,Dog,Spayed Female,1095.0,Yorkshire Terrier/Maltese,White/Gray,18,2,3
520,Dog,Neutered Male,270.0,Rhod Ridgeback/Labrador Retriever,Red/Tan,18,0,4
521,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Orange Tabby/White,14,2,10
522,Dog,Unknown,3285.0,Australian Cattle Dog/Chinese Sharpei,Tan/Brown,16,2,4
523,Dog,Neutered Male,365.0,Labrador Retriever/Plott Hound,Brown Brindle,16,5,11
524,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Orange Tabby,16,1,1
525,Cat,Intact Male,1460.0,Domestic Shorthair Mix,Orange Tabby,11,5,5
526,Dog,Spayed Female,730.0,Chihuahua Shorthair Mix,White/Tan,18,1,5
527,Dog,Intact Male,14.0,Pit Bull Mix,Brown/White,12,5,6
528,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Cream Tabby,18,0,11
529,Cat,Neutered Male,3650.0,Domestic Medium Hair Mix,Orange Tabby/White,16,0,12
530,Cat,Intact Female,60.0,Domestic Shorthair Mix,Black,18,2,10
531,Dog,Neutered Male,1095.0,Chihuahua Shorthair Mix,White/Tricolor,14,0,7
532,Cat,Neutered Male,2190.0,Domestic Shorthair Mix,White/Cream Tabby,12,3,12
533,Dog,Spayed Female,2555.0,German Shepherd/Collie Rough,Brown/Black,12,2,4
534,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Calico,10,3,6
535,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Brown Tabby,13,2,10
536,Dog,Neutered Male,1825.0,Labrador Retriever Mix,Brown,13,0,11
537,Dog,Neutered Male,2190.0,Chihuahua Shorthair Mix,Black/White,17,5,11
538,Cat,Neutered Male,2920.0,Domestic Medium Hair Mix,Black/White,18,3,10
539,Dog,Neutered Male,730.0,Labrador Retriever/Black Mouth Cur,Tan/White,17,3,12
540,Cat,Neutered Male,60.0,Snowshoe Mix,Lynx Point,13,1,10
541,Dog,Spayed Female,120.0,Chinese Sharpei/Airedale Terrier,Red,16,0,5
542,Cat,Unknown,365.0,Domestic Shorthair Mix,Black/White,9,5,8
543,Dog,Neutered Male,60.0,Dachshund/Chihuahua Shorthair,Black,17,2,1
544,Cat,Neutered Male,1825.0,Domestic Shorthair Mix,Brown Tabby/White,15,4,12
545,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black/White,12,2,5
546,Cat,Neutered Male,1095.0,Domestic Shorthair Mix,White/Black,18,0,6
547,Dog,Neutered Male,1095.0,Cardigan Welsh Corgi Mix,Tricolor,18,3,6
548,Dog,Spayed Female,1095.0,Chihuahua Shorthair Mix,Tan,13,1,12
549,Cat,Intact Female,30.0,Domestic Shorthair Mix,Brown Tabby,12,6,6
550,Dog,Spayed Female,60.0,Chihuahua Shorthair Mix,Black,17,5,10
551,Cat,Spayed Female,730.0,Domestic Shorthair Mix,White,18,5,12
552,Cat,Neutered Male,1460.0,Domestic Shorthair Mix,Blue/White,15,2,12
553,Cat,Intact Male,21.0,Snowshoe Mix,Seal Point,9,2,7
554,Dog,Neutered Male,2555.0,Harrier,Brown/Tricolor,18,3,2
555,Cat,Intact Female,60.0,Domestic Longhair Mix,Tortie,14,4,7
556,Dog,Spayed Female,1460.0,Miniature Poodle/Dachshund,White/White,17,1,1
557,Cat,Neutered Male,60.0,Domestic Medium Hair Mix,Brown Tabby/White,16,1,10
558,Cat,Unknown,730.0,Domestic Shorthair Mix,Tortie,18,0,11
559,Dog,Intact Female,30.0,Australian Kelpie Mix,Black,13,4,8
560,Cat,Neutered Male,1095.0,Domestic Shorthair Mix,Black,18,1,6
561,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Brown Tabby,13,5,6
562,Cat,Intact Male,28.0,Domestic Shorthair Mix,Orange Tabby,16,5,10
563,Dog,Intact Female,30.0,German Shepherd Mix,Red,9,3,9
564,Dog,Spayed Female,150.0,Labrador Retriever Mix,Black/White,12,6,2
565,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Tortie,17,6,7
566,Cat,Intact Male,30.0,Domestic Shorthair Mix,Brown Tabby,16,4,7
567,Dog,Spayed Female,730.0,Labrador Retriever Mix,White/Black,12,5,12
568,Dog,Spayed Female,4380.0,Harrier Mix,Tricolor,17,4,11
569,Dog,Neutered Male,730.0,Anatol Shepherd,Brown/Black,9,0,12
570,Dog,Intact Male,270.0,American Staffordshire Terrier Mix,Fawn/White,16,1,12
571,Dog,Spayed Female,3285.0,Basset Hound Mix,White/Brown,13,6,6
572,Dog,Spayed Female,730.0,Miniature Schnauzer Mix,Buff,16,0,1
573,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Brown Tabby/White,12,3,7
574,Dog,Spayed Female,150.0,Rottweiler Mix,Black/Brown,12,6,9
575,Dog,Spayed Female,120.0,Mexican Hairless Mix,Tan/Black,11,0,8
576,Cat,Unknown,14.0,Domestic Shorthair Mix,Brown Tabby/White,14,2,3
577,Dog,Neutered Male,60.0,Labrador Retriever Mix,Black/White,19,5,1
578,Cat,Neutered Male,14.0,Domestic Shorthair Mix,Gray Tabby,12,2,9
579,Dog,Neutered Male,60.0,Redbone Hound Mix,Brown/Black,17,6,10
580,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black,8,1,6
581,Cat,Intact Male,21.0,Domestic Shorthair Mix,Brown Tabby/White,18,5,5
582,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Black/White,12,2,10
583,Dog,Neutered Male,730.0,Chihuahua Shorthair Mix,Brown/White,18,3,12
584,Cat,Neutered Male,4380.0,Domestic Shorthair Mix,Black,14,1,7
585,Dog,Spayed Female,730.0,Afghan Hound Mix,Tan/White,15,3,12
586,Dog,Neutered Male,730.0,Pointer Mix,Brown/White,12,6,1
587,Dog,Intact Female,1095.0,Pit Bull Mix,Blue/White,18,2,7
588,Dog,Spayed Female,60.0,Dachshund/Chihuahua Shorthair,Sable/White,17,6,7
589,Dog,Intact Male,1095.0,Pit Bull Mix,Blue Tiger/White,15,2,3
590,Dog,Spayed Female,1825.0,Labrador Retriever Mix,Black/Brown,12,4,5
591,Dog,Neutered Male,240.0,Border Collie/Greyhound,Blue/White,13,6,5
592,Cat,Neutered Male,3650.0,Domestic Shorthair Mix,Black/White,18,4,1
593,Dog,Intact Female,30.0,Miniature Poodle Mix,Black/White,16,2,7
594,Dog,Spayed Female,365.0,Catahoula Mix,Yellow Brindle,12,0,1
595,Dog,Neutered Male,2190.0,Swedish Vallhund Mix,Sable,18,4,7
596,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,Brown Tabby,17,6,7
597,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Brown Tabby/White,19,1,11
598,Dog,Spayed Female,180.0,Australian Kelpie Mix,Black/Tan,18,4,2
599,Dog,Intact Female,365.0,Pit Bull Mix,Blue/White,18,1,11
600,Dog,Intact Female,14.0,Border Collie Mix,Black/White,14,1,1
601,Dog,Neutered Male,730.0,Papillon/Border Collie,Black/White,14,4,3
602,Cat,Unknown,21.0,Domestic Shorthair Mix,Tortie/White,14,4,5
603,Cat,Intact Male,150.0,Domestic Shorthair Mix,Black,9,4,10
604,Cat,Intact Female,365.0,Domestic Shorthair Mix,Tortie,15,3,11
605,Dog,Spayed Female,365.0,Miniature Schnauzer/Miniature Poodle,Gray,13,2,9
606,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Blue/White,13,2,1
607,Dog,Neutered Male,60.0,Labrador Retriever/German Shepherd,Tan,19,0,12
608,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Tortie,17,2,6
609,Dog,Intact Male,3650.0,Cocker Spaniel,White/Tan,12,1,10
610,Dog,Spayed Female,730.0,Boxer Mix,White/Brown Brindle,14,2,7
611,Dog,Neutered Male,90.0,Border Collie Mix,Tan/White,17,0,1
612,Cat,Unknown,14.0,Domestic Shorthair Mix,White,14,3,8
613,Cat,Unknown,14.0,Domestic Shorthair Mix,Brown Tabby,14,5,9
614,Dog,Spayed Female,365.0,Chihuahua Shorthair Mix,Tan/White,18,5,9
615,Dog,Neutered Male,2555.0,Chow Chow Mix,Black,11,0,9
616,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Cream Tabby,16,0,10
617,Dog,Intact Female,730.0,Labrador Retriever Mix,White,18,0,7
618,Dog,Neutered Male,4380.0,Labrador Retriever Mix,Gold,12,5,2
619,Cat,Intact Male,28.0,Domestic Shorthair Mix,White,17,3,6
620,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black Tabby/White,16,6,11
621,Dog,Neutered Male,365.0,Pit Bull Mix,Brown Brindle/White,10,5,7
622,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Calico,8,2,1
623,Cat,Intact Female,30.0,Domestic Shorthair Mix,Calico,13,3,6
624,Dog,Spayed Female,60.0,Australian Shepherd Mix,Chocolate/White,17,5,5
625,Dog,Intact Male,30.0,Dachshund Mix,Tricolor,16,0,6
626,Dog,Neutered Male,365.0,German Shepherd Mix,Brown/White,11,0,7
627,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Orange Tabby/White,0,6,2
628,Dog,Neutered Male,365.0,Blue Lacy Mix,Blue/White,13,5,11
629,Dog,Neutered Male,30.0,Dachshund Wirehair/Miniature Poodle,Black/Tan,17,5,8
630,Dog,Intact Female,30.0,Chihuahua Shorthair Mix,Brown,12,6,5
631,Cat,Neutered Male,60.0,Siamese Mix,Lynx Point,14,6,6
632,Cat,Intact Male,365.0,Domestic Shorthair Mix,Black,9,2,5
633,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Orange Tabby,23,6,12
634,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby,11,6,9
635,Dog,Neutered Male,730.0,Miniature Schnauzer Mix,White,17,1,1
636,Dog,Neutered Male,120.0,English Pointer Mix,Brown/White,18,0,3
637,Dog,Spayed Female,365.0,Labrador Retriever/Australian Cattle Dog,Black/White,19,1,1
638,Dog,Spayed Female,730.0,Chihuahua Shorthair Mix,Brown/White,13,2,10
639,Cat,Neutered Male,210.0,Domestic Shorthair Mix,Blue/White,18,2,1
640,Dog,Neutered Male,365.0,German Shepherd/Chow Chow,Brown/Tan,14,5,6
641,Dog,Neutered Male,1095.0,Miniature Schnauzer Mix,Black/Gray,17,1,10
642,Dog,Intact Male,180.0,Pit Bull/Weimaraner,Brown/White,11,5,4
643,Dog,Intact Female,1095.0,Yorkshire Terrier Mix,Black/Tan,11,2,10
644,Dog,Spayed Female,365.0,Pit Bull Mix,Brown Brindle,0,6,5
645,Dog,Spayed Female,730.0,Australian Kelpie Mix,Black/Tan,14,5,10
646,Dog,Intact Male,300.0,Queensland Heeler Mix,Blue Tick,15,6,9
647,Dog,Intact Female,60.0,Yorkshire Terrier/Chihuahua Shorthair,Black/Brown,15,1,1
648,Dog,Spayed Female,1825.0,Pit Bull Mix,Brown/White,18,5,2
649,Dog,Neutered Male,60.0,Australian Kelpie Mix,Sable,10,2,8
650,Cat,Spayed Female,3650.0,Domestic Shorthair Mix,Calico,17,4,3
651,Dog,Neutered Male,730.0,Pit Bull Mix,White/Gray,12,1,11
652,Dog,Neutered Male,120.0,Labrador Retriever Mix,Brown/Black,13,3,10
653,Cat,Spayed Female,365.0,Domestic Shorthair Mix,White,16,6,5
654,Dog,Spayed Female,365.0,West Highland/Chihuahua Shorthair,White,13,1,4
655,Dog,Spayed Female,180.0,Labrador Retriever Mix,Black,16,6,12
656,Cat,Spayed Female,1095.0,Domestic Shorthair Mix,White/Blue,16,0,4
657,Dog,Spayed Female,60.0,Chihuahua Shorthair Mix,Black,14,5,10
658,Cat,Unknown,365.0,Domestic Shorthair Mix,Black/White,9,2,8
659,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black,15,0,11
660,Cat,Neutered Male,120.0,Domestic Longhair Mix,Cream Tabby/White,8,1,8
661,Cat,Spayed Female,365.0,Siamese Mix,Lynx Point,18,6,10
662,Dog,Spayed Female,365.0,Pit Bull Mix,White/Black,15,3,10
663,Dog,Neutered Male,730.0,Dachshund Mix,Brown,18,3,9
664,Cat,Spayed Female,180.0,Domestic Medium Hair Mix,Blue Tabby,11,3,1
665,Cat,Intact Male,30.0,Domestic Longhair Mix,Orange Tabby,14,0,10
666,Cat,Intact Male,30.0,Domestic Shorthair Mix,Brown Tabby,15,5,7
667,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Black/White,18,3,2
668,Cat,Intact Female,60.0,Domestic Shorthair Mix,Black/White,13,5,6
