AnimalID,Name,Date,weekday,Month,Time (hour),,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A706387,Sugar,"Monday, July 06, 2015",Monday,Jul,6:05:00 PM,18,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A720668,,"Monday, February 15, 2016",Monday,Feb,6:30:00 PM,18,Return_to_owner,,Dog,Spayed Female,5 months,Labrador Retriever Mix,White
A679341,Jethro,"Saturday, May 31, 2014",Saturday,May,1:58:00 PM,13,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A690519,,"Thursday, October 23, 2014",Thursday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue Tabby
A708769,Keyla,"Saturday, August 01, 2015",Saturday,Aug,11:54:00 AM,11,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan
A681462,Samson,"Sunday, August 10, 2014",Sunday,Aug,4:25:00 PM,16,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Rottweiler,Black/Brown
A666444,August,"Monday, November 04, 2013",Monday,Nov,3:50:00 PM,15,Transfer,Partner,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Tortie
A701153,,"Thursday, June 25, 2015",Thursday,Jun,9:31:00 AM,9,Adoption,Foster,Dog,Neutered Male,2 months,Dachshund/Manchester Terrier,Tricolor
A710071,Herb,"Tuesday, September 01, 2015",Tuesday,Sep,12:00:00 AM,0,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A714602,Stripey,"Thursday, October 29, 2015",Thursday,Oct,6:44:00 PM,18,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A700707,Sallie,"Monday, April 20, 2015",Monday,Apr,2:41:00 PM,14,Adoption,,Dog,Spayed Female,1 month,Plott Hound/Labrador Retriever,Black/Brown Brindle
A702563,Klo Dog,"Monday, May 25, 2015",Monday,May,11:26:00 AM,11,Return_to_owner,,Dog,Spayed Female,7 years,Chihuahua Shorthair/Rat Terrier,White/Tan
A679441,,"Wednesday, May 21, 2014",Wednesday,May,1:47:00 PM,13,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Cream Tabby/White
A715729,Milo,"Monday, November 09, 2015",Monday,Nov,1:24:00 PM,13,Return_to_owner,,Dog,Neutered Male,4 years,Siberian Husky,White/Gray
A716575,Scarlet,"Tuesday, December 22, 2015",Tuesday,Dec,12:00:00 AM,0,Transfer,Partner,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tan/White
A714462,Pebbles,"Saturday, November 14, 2015",Saturday,Nov,1:26:00 PM,13,Return_to_owner,,Dog,Spayed Female,1 year,Pointer Mix,White/Black
A717429,Cairo,"Wednesday, December 09, 2015",Wednesday,Dec,5:05:00 PM,17,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A687336,,"Wednesday, September 03, 2014",Wednesday,Sep,6:51:00 PM,18,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Brown Tabby
A713364,Calypso,"Friday, November 13, 2015",Friday,Nov,11:53:00 AM,11,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A701999,Luna,"Tuesday, May 12, 2015",Tuesday,May,5:39:00 PM,17,Adoption,,Dog,Spayed Female,2 years,Yorkshire Terrier/Miniature Poodle,Tan/Silver
A664304,,"Thursday, October 03, 2013",Thursday,Oct,12:27:00 PM,12,Transfer,SCRP,Cat,Intact Male,10 months,Domestic Shorthair Mix,Orange Tabby
A698066,Diva,"Saturday, March 07, 2015",Saturday,Mar,12:50:00 PM,12,Transfer,Partner,Dog,Spayed Female,4 years,German Shepherd Mix,White
A680585,Olivia,"Wednesday, July 16, 2014",Wednesday,Jul,5:48:00 PM,17,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A699715,Ashley,"Wednesday, May 13, 2015",Wednesday,May,11:51:00 AM,11,Transfer,Partner,Dog,Spayed Female,6 years,Catahoula/Labrador Retriever,White/Tan
A702246,,"Friday, May 15, 2015",Friday,May,5:47:00 PM,17,Adoption,,Dog,Spayed Female,9 months,Miniature Poodle Mix,Black/White
A711918,Jaqueline,"Saturday, September 19, 2015",Saturday,Sep,2:33:00 PM,14,Adoption,,Dog,Spayed Female,3 years,Jack Russell Terrier/Pit Bull,Red
A676430,Tabitha,"Sunday, November 23, 2014",Sunday,Nov,12:43:00 PM,12,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Torbie
A677577,Roxie,"Thursday, May 01, 2014",Thursday,May,4:12:00 PM,16,Adoption,,Dog,Spayed Female,10 months,Queensland Heeler/Shetland Sheepdog,Red Tick/Black
A683666,,"Tuesday, September 01, 2015",Tuesday,Sep,12:00:00 AM,0,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Cream Tabby
A713754,Harper,"Tuesday, October 27, 2015",Tuesday,Oct,4:44:00 PM,16,Adoption,,Dog,Neutered Male,1 year,Catahoula Mix,Blue Merle
A703631,Hanley,"Friday, July 03, 2015",Friday,Jul,6:50:00 PM,18,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A676209,Boomer,"Thursday, July 24, 2014",Thursday,Jul,3:02:00 PM,15,Adoption,Foster,Dog,Neutered Male,3 months,Labrador Retriever Mix,Yellow
A667508,Brownie,"Tuesday, November 19, 2013",Tuesday,Nov,6:30:00 PM,18,Return_to_owner,,Dog,Intact Male,6 years,Chihuahua Shorthair Mix,Chocolate/Tan
A671105,,"Tuesday, January 21, 2014",Tuesday,Jan,3:20:00 PM,15,Transfer,SCRP,Cat,Unknown,1 year,Domestic Longhair Mix,Black
A676056,Swisha,"Thursday, April 10, 2014",Thursday,Apr,10:13:00 AM,10,Return_to_owner,,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Tan/White
A667963,,"Saturday, November 30, 2013",Saturday,Nov,6:48:00 PM,18,Adoption,,Dog,Spayed Female,5 years,Dachshund Longhair Mix,Tan/White
A702207,,"Sunday, May 10, 2015",Sunday,May,5:16:00 PM,17,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Longhair Mix,Orange Tabby/White
A672065,Dutchess,"Tuesday, April 08, 2014",Tuesday,Apr,12:50:00 PM,12,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Sable
A688852,Buddy,"Saturday, October 18, 2014",Saturday,Oct,6:48:00 PM,18,Adoption,,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White
A705885,Meowser,"Saturday, June 27, 2015",Saturday,Jun,6:24:00 PM,18,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A670949,Cassie,"Saturday, February 01, 2014",Saturday,Feb,11:13:00 AM,11,Return_to_owner,,Dog,Spayed Female,8 months,Doberman Pinsch Mix,Tricolor
A665666,Teddy,"Friday, December 27, 2013",Friday,Dec,3:49:00 PM,15,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A714575,Isis,"Saturday, October 31, 2015",Saturday,Oct,3:18:00 PM,15,Transfer,Partner,Cat,Intact Female,15 years,Domestic Shorthair Mix,Black
A690480,,"Wednesday, October 22, 2014",Wednesday,Oct,5:46:00 PM,17,Transfer,Partner,Dog,Intact Female,3 weeks,Pointer Mix,Chocolate/White
A691636,Dali,"Thursday, November 13, 2014",Thursday,Nov,4:07:00 PM,16,Adoption,,Dog,Neutered Male,5 months,Dachshund/Jack Russell Terrier,White/Brown
A678482,,"Wednesday, May 14, 2014",Wednesday,May,7:15:00 PM,19,Adoption,,Dog,Neutered Male,2 years,Miniature Poodle/Miniature Schnauzer,Black/White
A687785,Bella,"Tuesday, December 30, 2014",Tuesday,Dec,9:38:00 AM,9,Adoption,Foster,Dog,Spayed Female,2 years,Whippet Mix,Brown Brindle/White
A716839,Dino,"Friday, November 27, 2015",Friday,Nov,2:06:00 PM,14,Return_to_owner,,Dog,Intact Male,2 years,Australian Shepherd Mix,Brown Merle/White
A718547,,"Monday, January 11, 2016",Monday,Jan,2:23:00 PM,14,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White
A687989,,"Friday, September 12, 2014",Friday,Sep,6:38:00 PM,18,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A694408,Emma,"Thursday, May 28, 2015",Thursday,May,1:14:00 PM,13,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Tiger/White
A698940,,"Saturday, March 21, 2015",Saturday,Mar,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A666074,Jackson,"Wednesday, October 30, 2013",Wednesday,Oct,3:14:00 PM,15,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A675549,Marco,"Tuesday, April 08, 2014",Tuesday,Apr,3:29:00 PM,15,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
A682131,,"Tuesday, June 24, 2014",Tuesday,Jun,7:15:00 PM,19,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A674737,Byron,"Tuesday, May 27, 2014",Tuesday,May,8:21:00 AM,8,Adoption,Foster,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A719876,Oreo,"Tuesday, February 02, 2016",Tuesday,Feb,3:58:00 PM,15,Transfer,Partner,Dog,Spayed Female,1 year,Rat Terrier Mix,White/Black
A676626,Pia,"Friday, May 30, 2014",Friday,May,4:54:00 PM,16,Adoption,Foster,Dog,Spayed Female,2 months,English Pointer Mix,Brown/White
A666478,Bleu,"Monday, November 04, 2013",Monday,Nov,5:51:00 PM,17,Adoption,,Dog,Spayed Female,1 year,Miniature Schnauzer/Yorkshire Terrier,Black/White
A683507,,"Tuesday, July 15, 2014",Tuesday,Jul,5:26:00 PM,17,Adoption,,Dog,Spayed Female,3 years,Cairn Terrier Mix,Buff
A487470,Midnight,"Monday, January 20, 2014",Monday,Jan,6:40:00 PM,18,Euthanasia,Aggressive,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Black
A665661,Julia,"Monday, September 07, 2015",Monday,Sep,3:05:00 PM,15,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Black
A668260,,"Monday, December 02, 2013",Monday,Dec,2:10:00 PM,14,Transfer,Partner,Dog,Spayed Female,5 years,Great Dane,Black/White
A716964,Rello,"Sunday, November 29, 2015",Sunday,Nov,6:11:00 PM,18,Return_to_owner,,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/White
A701029,Bode,"Friday, May 01, 2015",Friday,May,11:04:00 AM,11,Return_to_owner,,Dog,Neutered Male,2 years,Chesa Bay Retr,Brown
A668506,Jake,"Tuesday, November 03, 2015",Tuesday,Nov,4:40:00 PM,16,Return_to_owner,,Dog,Neutered Male,7 years,German Shepherd,Brown/Black
A684709,,"Monday, July 28, 2014",Monday,Jul,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A616229,Rebecca,"Saturday, November 21, 2015",Saturday,Nov,3:21:00 PM,15,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black/White
A680336,Buddy,"Saturday, July 12, 2014",Saturday,Jul,8:04:00 PM,20,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A701898,Anita,"Sunday, May 10, 2015",Sunday,May,6:38:00 PM,18,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/Black
A666971,,"Thursday, November 14, 2013",Thursday,Nov,5:14:00 PM,17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A691605,Daisy,"Saturday, November 08, 2014",Saturday,Nov,2:41:00 PM,14,Return_to_owner,,Dog,Spayed Female,6 years,Plott Hound Mix,Brown Brindle
A703244,,"Tuesday, May 26, 2015",Tuesday,May,4:02:00 PM,16,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A705111,Kiki,"Wednesday, June 24, 2015",Wednesday,Jun,3:25:00 PM,15,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/Black
A685460,Jerrid,"Tuesday, August 19, 2014",Tuesday,Aug,6:25:00 PM,18,Adoption,,Cat,Neutered Male,7 years,Siamese Mix,Flame Point
A716890,Vidalia,"Sunday, December 06, 2015",Sunday,Dec,12:41:00 PM,12,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A715741,Simba,"Thursday, November 19, 2015",Thursday,Nov,6:45:00 PM,18,Adoption,,Dog,Neutered Male,3 years,Chow Chow Mix,Red
A676334,,"Tuesday, April 22, 2014",Tuesday,Apr,3:35:00 PM,15,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black
A668122,,"Sunday, December 01, 2013",Sunday,Dec,5:58:00 PM,17,Adoption,,Dog,Spayed Female,7 years,English Pointer,Liver/White
A702356,,"Sunday, May 24, 2015",Sunday,May,5:25:00 PM,17,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Blue Tabby
A664842,June,"Saturday, November 09, 2013",Saturday,Nov,7:21:00 PM,19,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A709067,Earlene,"Wednesday, August 05, 2015",Wednesday,Aug,12:00:00 AM,0,Return_to_owner,,Dog,Intact Female,5 months,Boxer Mix,Black/White
A608918,Vader,"Tuesday, June 02, 2015",Tuesday,Jun,11:56:00 AM,11,Transfer,Partner,Dog,Neutered Male,4 years,Basset Hound/Labrador Retriever,Black/White
A651596,Brownie,"Thursday, March 06, 2014",Thursday,Mar,5:13:00 PM,17,Return_to_owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Buff
A720190,Little Missy,"Sunday, February 07, 2016",Sunday,Feb,12:00:00 AM,0,Transfer,Partner,Dog,Spayed Female,7 years,Airedale Terrier Mix,Tricolor
A676609,Buddy,"Sunday, July 06, 2014",Sunday,Jul,12:46:00 PM,12,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Chow Chow,Brown
A666504,,"Wednesday, December 11, 2013",Wednesday,Dec,12:49:00 PM,12,Transfer,Partner,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A693272,Kodiak,"Saturday, January 31, 2015",Saturday,Jan,1:33:00 PM,13,Adoption,,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown
A711607,Bosco,"Sunday, September 20, 2015",Sunday,Sep,2:50:00 PM,14,Adoption,,Cat,Neutered Male,2 months,Manx Mix,White/Black
A713337,,"Tuesday, October 06, 2015",Tuesday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Female,3 years,Domestic Shorthair Mix,Blue
A672758,Daisy,"Wednesday, July 16, 2014",Wednesday,Jul,1:48:00 PM,13,Transfer,Partner,Dog,Spayed Female,4 years,Chihuahua Shorthair/Rat Terrier,Tan/White
A658690,Priscilla,"Saturday, October 19, 2013",Saturday,Oct,12:58:00 PM,12,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A708390,Stella,"Sunday, August 02, 2015",Sunday,Aug,6:49:00 PM,18,Adoption,,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White
A703383,Dharma,"Thursday, May 28, 2015",Thursday,May,3:25:00 PM,15,Transfer,Partner,Dog,Spayed Female,10 years,Cocker Spaniel,Buff
A689749,Taco,"Saturday, October 18, 2014",Saturday,Oct,4:55:00 PM,16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A699816,Pebbles,"Saturday, April 11, 2015",Saturday,Apr,6:01:00 PM,18,Adoption,,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan
A701791,Arwen,"Sunday, July 19, 2015",Sunday,Jul,2:37:00 PM,14,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby/White
A625690,Rainey,"Monday, July 21, 2014",Monday,Jul,11:09:00 AM,11,Return_to_owner,,Dog,Spayed Female,7 years,Rat Terrier Mix,White/Black
A686406,,"Monday, August 25, 2014",Monday,Aug,5:12:00 PM,17,Adoption,,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black
A710318,Tank,"Thursday, September 17, 2015",Thursday,Sep,1:48:00 PM,13,Transfer,Partner,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White
A698972,Kiki,"Monday, March 23, 2015",Monday,Mar,5:50:00 PM,17,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Gray
A710380,,"Saturday, August 22, 2015",Saturday,Aug,3:44:00 PM,15,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A683309,,"Thursday, July 17, 2014",Thursday,Jul,6:06:00 PM,18,Euthanasia,Behavior,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White
A640316,Kato,"Wednesday, October 02, 2013",Wednesday,Oct,5:43:00 PM,17,Adoption,,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black
A682760,Jasper,"Thursday, July 10, 2014",Thursday,Jul,12:48:00 PM,12,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier/Dachshund,White/Brown
A701707,,"Sunday, May 03, 2015",Sunday,May,5:24:00 PM,17,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby
A669534,,"Tuesday, December 24, 2013",Tuesday,Dec,3:03:00 PM,15,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby
A588218,Roger,"Wednesday, December 03, 2014",Wednesday,Dec,2:24:00 PM,14,Return_to_owner,,Dog,Neutered Male,5 years,German Shepherd,Black/Brown
A669795,Roxi,"Monday, August 11, 2014",Monday,Aug,11:12:00 AM,11,Return_to_owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan
A674448,Hedwig,"Tuesday, March 18, 2014",Tuesday,Mar,5:04:00 PM,17,Adoption,,Dog,Neutered Male,10 months,Siberian Husky Mix,White/Cream
A701647,,"Monday, May 25, 2015",Monday,May,2:15:00 PM,14,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black
A672467,Apollo,"Friday, February 14, 2014",Friday,Feb,6:59:00 PM,18,Adoption,,Dog,Neutered Male,9 months,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White
A712244,,"Monday, September 21, 2015",Monday,Sep,3:57:00 PM,15,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A677462,,"Friday, April 25, 2014",Friday,Apr,3:17:00 PM,15,Transfer,Partner,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue
A715761,,"Tuesday, November 10, 2015",Tuesday,Nov,9:00:00 AM,9,Transfer,SCRP,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A720860,,"Saturday, February 20, 2016",Saturday,Feb,9:16:00 PM,21,Adoption,,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Chocolate/White
A701337,,"Thursday, April 30, 2015",Thursday,Apr,2:43:00 PM,14,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream
A710881,Ruth,"Wednesday, October 14, 2015",Wednesday,Oct,10:12:00 AM,10,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A663948,Pumpkin,"Tuesday, October 08, 2013",Tuesday,Oct,5:23:00 PM,17,Return_to_owner,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A699819,Coco,"Monday, April 06, 2015",Monday,Apr,3:37:00 PM,15,Return_to_owner,,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Chocolate/White
A674638,Sam,"Sunday, March 16, 2014",Sunday,Mar,10:48:00 AM,10,Return_to_owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Chocolate
A718743,Newton,"Sunday, January 10, 2016",Sunday,Jan,11:36:00 AM,11,Adoption,,Dog,Neutered Male,2 years,Shih Tzu,Gray/White
A714820,Lizzie,"Thursday, November 05, 2015",Thursday,Nov,12:00:00 AM,0,Transfer,Partner,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle
A667613,Orion,"Monday, January 13, 2014",Monday,Jan,3:18:00 PM,15,Adoption,,Dog,Neutered Male,11 months,Australian Shepherd Mix,Tan/White
A696059,Chewy,"Thursday, February 05, 2015",Thursday,Feb,2:28:00 PM,14,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
A690806,Hailey,"Friday, November 07, 2014",Friday,Nov,1:36:00 PM,13,Transfer,Partner,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White
A676494,Jimmy,"Sunday, April 27, 2014",Sunday,Apr,3:11:00 PM,15,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Border Collie,Black/White
A689138,,"Monday, September 29, 2014",Monday,Sep,6:28:00 PM,18,Euthanasia,Suffering,Cat,Intact Female,4 weeks,Siamese Mix,Blue Point
A599155,Machete,"Saturday, March 28, 2015",Saturday,Mar,7:25:00 PM,19,Euthanasia,Suffering,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown
A665587,Cheddar,"Wednesday, November 27, 2013",Wednesday,Nov,2:36:00 PM,14,Adoption,,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Orange Tabby
A663555,Amelia,"Wednesday, October 16, 2013",Wednesday,Oct,5:01:00 PM,17,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico
A691345,Jelly Bean,"Sunday, November 09, 2014",Sunday,Nov,2:47:00 PM,14,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White
A685242,,"Friday, August 15, 2014",Friday,Aug,12:54:00 PM,12,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
A674659,,"Friday, March 21, 2014",Friday,Mar,5:10:00 PM,17,Euthanasia,Aggressive,Dog,Intact Male,2 years,Labrador Retriever/Great Dane,Tan/Black
A683609,Rascal,"Thursday, July 17, 2014",Thursday,Jul,5:50:00 PM,17,Return_to_owner,,Dog,Neutered Male,6 years,Dachshund Mix,Brown
A695710,Layla,"Sunday, August 02, 2015",Sunday,Aug,1:17:00 PM,13,Transfer,Partner,Dog,Spayed Female,11 months,Boxer Mix,Brown Brindle/White
A713063,,"Thursday, October 08, 2015",Thursday,Oct,4:26:00 PM,16,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
A667520,,"Saturday, November 23, 2013",Saturday,Nov,4:00:00 PM,16,Transfer,Partner,Dog,Neutered Male,4 years,Shih Tzu/Miniature Poodle,Apricot/White
A685145,Mundy,"Saturday, September 13, 2014",Saturday,Sep,2:10:00 PM,14,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White
A716488,,"Monday, November 23, 2015",Monday,Nov,12:00:00 AM,0,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Red
A667537,,"Monday, November 25, 2013",Monday,Nov,5:07:00 PM,17,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Merle/Black
A694601,Barnaby,"Tuesday, January 06, 2015",Tuesday,Jan,6:37:00 PM,18,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
A638060,Noah,"Sunday, August 16, 2015",Sunday,Aug,5:38:00 PM,17,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black/White
A672067,Jesse,"Thursday, February 13, 2014",Thursday,Feb,5:36:00 PM,17,Return_to_owner,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A684664,Leo,"Sunday, August 10, 2014",Sunday,Aug,5:25:00 PM,17,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
A691531,,"Friday, November 07, 2014",Friday,Nov,5:15:00 PM,17,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White/Brown
A688600,,"Sunday, September 21, 2014",Sunday,Sep,1:21:00 PM,13,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A704032,Madison,"Friday, June 05, 2015",Friday,Jun,2:31:00 PM,14,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A703630,Sheldon,"Tuesday, June 30, 2015",Tuesday,Jun,7:01:00 AM,7,Adoption,Foster,Dog,Neutered Male,4 years,German Shepherd Mix,Brown
A668671,Chris,"Monday, December 16, 2013",Monday,Dec,2:57:00 PM,14,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White
A696247,Jillian,"Sunday, November 22, 2015",Sunday,Nov,1:47:00 PM,13,Adoption,,Dog,Spayed Female,2 years,Pointer Mix,Chocolate/White
A664380,,"Thursday, October 03, 2013",Thursday,Oct,3:33:00 PM,15,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Medium Hair Mix,Calico
A678185,,"Friday, May 09, 2014",Friday,May,7:30:00 PM,19,Transfer,Partner,Dog,Spayed Female,2 years,Miniature Poodle Mix,Black/Gray
A687055,Lizzie,"Monday, September 01, 2014",Monday,Sep,10:39:00 AM,10,Return_to_owner,,Dog,Spayed Female,10 years,Collie Smooth/Chow Chow,Sable
A693594,,"Friday, December 12, 2014",Friday,Dec,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black/White
A675563,Socks,"Tuesday, April 01, 2014",Tuesday,Apr,12:19:00 PM,12,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Calico
